groupsize,type,score
11,4,0.0499999999999999
11,4,-0.15
11,4,0.25
11,4,0.0499999999999999
11,4,0.0499999999999999
11,4,-0.05
11,4,0.1
11,4,0.1
11,4,0
11,4,0.35
11,4,0.2
11,4,-0.05
11,4,0.15
11,4,0
11,4,0.05
11,4,-0.1
11,4,0.15
11,4,0.2
11,4,0.2
11,4,0.15
11,4,0.25
11,4,-0.0499999999999999
11,4,0
11,4,-0.15
11,4,0
11,4,0
11,4,0.15
11,4,-0.0499999999999999
11,4,0.15
11,4,0.2
11,4,0.2
11,4,0.15
11,4,-0.1
11,4,0.15
11,4,0
11,4,0
11,4,0.0499999999999999
11,4,0
11,4,0
11,4,-0.05
11,4,0.05
11,4,0.0499999999999999
11,4,0.1
11,4,-0.05
11,4,0
11,4,0.1
11,4,0
11,4,0
11,4,0.2
11,4,0.15
11,4,0.25
11,4,0.1
11,4,-0.1
11,4,0.15
11,4,0.05
11,4,0.05
11,4,0.15
11,4,0.1
11,4,0.05
11,4,-0.05
11,4,0.1
11,4,0.15
11,4,0.15
11,4,0.1
11,4,-0.05
11,4,0.05
11,4,0.2
11,4,0
11,4,0.2
11,4,-0.05
11,4,0
11,4,0.3
11,4,0
11,4,0.05
11,4,0.15
11,4,0
11,4,0.0499999999999999
11,4,-0.15
11,4,-0.1
11,4,0.15
11,4,0.15
13,4,-0.1
13,4,0.1
13,4,-0.1
13,4,0.2
13,4,0.25
13,4,-0.25
13,4,0.0499999999999999
13,4,0
13,4,-0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,0.1
13,4,0.15
13,4,-0.1
13,4,0
13,4,0.2
13,4,0.1
13,4,0.0499999999999999
13,4,0.05
13,4,0
13,4,0.0499999999999999
13,4,0.15
13,4,-0.0499999999999999
13,4,0.25
13,4,-0.0499999999999999
13,4,0.2
13,4,0.1
13,4,0
13,4,0.15
13,4,0.2
13,4,0.1
13,4,0.05
13,4,0.15
13,4,-0.15
13,4,0
13,4,-0.0499999999999999
13,4,-0.1
13,4,-0.05
13,4,0.25
13,4,0
13,4,-0.0499999999999999
13,4,0
13,4,0.1
13,4,0.15
13,4,0.0499999999999999
13,4,0.0499999999999999
13,4,-0.1
13,4,0.1
13,4,0.0499999999999999
13,4,0.1
13,4,-0.05
13,4,0.2
13,4,0.15
13,4,0
13,4,0.25
13,4,-0.0499999999999999
13,4,0.2
13,4,0.2
13,4,-0.0499999999999999
13,4,0
13,4,0
13,4,0.1
13,4,0
13,4,-0.0499999999999999
13,4,0
13,4,-0.05
13,4,0.1
13,4,0.2
13,4,0.0499999999999999
13,4,-0.0499999999999999
13,4,0.1
13,4,0.1
13,4,0.1
13,4,0.05
13,4,-0.05
13,4,-0.05
13,4,0.05
13,4,0
13,4,0.15
13,4,0.1
13,4,0.0499999999999999
13,4,0.05
13,4,0.05
13,4,0
13,4,-0.05
13,4,0.1
13,4,0.15
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,-0.15
13,4,0.2
13,4,0.1
13,4,-0.0499999999999999
13,4,0.1
13,4,-0.1
13,4,-0.1
13,4,0
13,4,0.1
13,4,0.05
13,4,0.1
13,4,0.1
13,4,0.1
13,4,0.05
13,4,-0.15
13,4,0.15
13,4,0.1
13,4,-0.05
13,4,0.1
13,4,0.1
13,4,0
13,4,0.05
13,4,0.1
13,4,-0.05
13,4,0.05
13,4,0.05
13,4,0.3
13,4,-0.15
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,0.1
13,4,0.2
13,4,0
13,4,0.2
13,4,0.1
13,4,0
13,4,0
13,4,0.1
13,4,0.15
13,4,0
13,4,0
13,4,0.2
13,4,-0.1
13,4,0
13,4,0
13,4,0.05
13,4,0.1
13,4,0.05
13,4,0.0499999999999999
13,4,0.05
13,4,0.25
13,4,0.15
13,4,0
13,4,0
13,4,-0.05
13,4,0.05
13,4,0.1
13,4,0.1
13,4,0.2
13,4,0.0499999999999999
13,4,-0.15
13,4,-0.05
13,4,0.1
13,4,0
13,4,0.1
13,4,-0.1
13,4,0.05
13,4,0.0499999999999999
13,4,0.1
13,4,0
13,4,0.15
13,4,0.0499999999999999
13,4,0.3
13,4,0.1
13,4,0.0499999999999999
13,4,0.1
13,4,0
13,4,0.15
13,4,0.1
13,4,0.2
13,4,0.05
13,4,0.15
13,4,-0.15
13,4,-0.1
13,4,0.15
13,4,0.15
13,4,0.15
13,4,0
13,4,0
13,4,0.1
13,4,-0.15
13,4,0.1
13,4,0.1
13,4,-0.05
13,4,0.25
13,4,0.2
13,4,0.05
13,4,0
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,0.15
13,4,-0.0499999999999999
13,4,0.2
13,4,0.15
13,4,-0.05
13,4,0
13,4,0
13,4,0.05
13,4,0.25
13,4,0.2
13,4,0.25
13,4,0.0499999999999999
13,4,0
13,4,0.0499999999999999
13,4,0
13,4,-0.05
13,4,0.1
13,4,0.1
13,4,0.1
13,4,0.15
13,4,0
13,4,-0.1
13,4,0.15
13,4,0.05
13,4,0.05
13,4,0
13,4,0.15
13,4,0.15
13,4,0
13,4,0.0499999999999999
13,4,0.05
13,4,0.2
13,4,0.1
13,4,0
13,4,0.15
13,4,0.1
13,4,0.1
13,4,-0.05
13,4,0.15
13,4,0.05
13,4,-0.2
13,4,0.0499999999999999
13,4,-0.05
13,4,0
13,4,0.1
13,4,0.0499999999999999
13,4,-0.0499999999999999
13,4,0.05
13,4,0.1
13,4,0.05
13,4,0.2
13,4,0.15
13,4,0.0499999999999999
13,4,-0.05
13,4,0.0499999999999999
13,4,0.1
13,4,0.15
13,4,-0.0499999999999999
13,4,-0.05
13,4,0.15
13,4,-0.1
13,4,-0.1
13,4,0
13,4,0
13,4,0
13,4,-0.1
13,4,-0.05
13,4,-0.05
13,4,-0.05
13,4,0
13,4,0.1
13,4,0.15
13,4,0.2
13,4,0.05
13,4,0.1
13,4,0.1
13,4,0.1
13,4,0.15
13,4,0.1
13,4,0.05
13,4,0.15
13,4,-0.1
13,4,0.05
13,4,0
13,4,0.15
13,4,-0.0499999999999999
13,4,0.15
13,4,0.05
13,4,0.1
13,4,0.15
13,4,0.05
13,4,0.1
13,4,0.15
13,4,0.15
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,0.15
13,4,0.15
13,4,0.15
13,4,-0.15
13,4,0.1
13,4,0.15
13,4,0.15
13,4,-0.1
13,4,0.1
13,4,0.1
13,4,0
13,4,0
13,4,0.05
13,4,0
13,4,0.0499999999999999
13,4,0
13,4,0.1
13,4,0
13,4,0.2
13,4,0
13,4,-0.05
13,4,0
13,4,0.2
13,4,0.05
13,4,0.1
13,4,-0.15
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,0.1
13,4,-0.05
13,4,0.2
13,4,0
13,4,0.1
13,4,-0.05
13,4,0
13,4,0.15
13,4,0
13,4,0.0499999999999999
13,4,0.0499999999999999
13,4,0.1
13,4,-0.15
13,4,0.15
13,4,0.05
13,4,0.05
13,4,0
13,4,0.1
13,4,-0.1
13,4,0.2
13,4,0
13,4,0.1
13,4,0.1
13,4,0
13,4,0.1
13,4,0.05
13,4,0.1
13,4,0.1
13,4,-0.05
13,4,0
13,4,0
13,4,0
13,4,-0.1
13,4,0
13,4,0.1
13,4,-0.05
13,4,0.15
13,4,0
13,4,-0.15
13,4,0.15
13,4,0.0499999999999999
13,4,0.15
13,4,0.15
13,4,-0.1
13,4,0.15
13,4,0.0499999999999999
13,4,0.15
13,4,0.05
13,4,-0.1
13,4,0.05
13,4,0.3
13,4,0.0499999999999999
13,4,0
13,4,-0.25
13,4,-0.05
13,4,0.05
13,4,0.05
13,4,-0.0499999999999999
13,4,0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,0
13,4,-0.05
13,4,0.05
13,4,0.1
13,4,0.1
13,4,-0.15
13,4,0.2
13,4,0
13,4,-0.05
13,4,0
13,4,0.2
13,4,0.25
13,4,0.1
13,4,-0.0499999999999999
13,4,0
13,4,0
13,4,0.15
13,4,0.05
13,4,0.05
13,4,0
13,4,0.05
13,4,0.05
13,4,-0.0499999999999999
13,4,0.2
13,4,0.0499999999999999
13,4,0
13,4,0
13,4,-0.05
13,4,0.0499999999999999
13,4,0.15
13,4,0
13,4,0.1
13,4,0.0499999999999999
13,4,0.05
13,4,-0.05
13,4,0.05
13,4,0.0499999999999999
13,4,-0.1
13,4,0
13,4,-0.0499999999999999
13,4,0.15
13,4,0
13,4,0.2
13,4,-0.05
13,4,0.1
13,4,0.15
13,4,0
13,4,0.05
13,4,0.1
13,4,0.15
13,4,0
13,4,0.15
13,4,0.05
13,4,0.1
13,4,0.05
13,4,0.25
13,4,0.15
13,4,0.05
13,4,0.35
13,4,-0.0499999999999999
13,4,0.0499999999999999
13,4,0.05
13,4,-0.2
13,4,-0.1
13,4,0.3
13,4,0
13,4,-0.05
13,4,0
13,4,0.1
13,4,0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,-0.15
13,4,0.0499999999999999
13,4,-0.1
13,4,0
13,4,0.15
13,4,0
13,4,0.15
13,4,0.1
13,4,-0.0499999999999999
13,4,0.15
13,4,-0.0499999999999999
13,4,0
13,4,0.05
13,4,0.15
13,4,-0.2
13,4,0.1
13,4,0
13,4,0.05
13,4,0.15
13,4,-0.15
13,4,-0.1
13,4,0.05
13,4,-0.1
13,4,0
13,4,-0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,-0.0499999999999999
13,4,0.05
13,4,0.25
13,4,0.1
13,4,0.05
13,4,0.15
13,4,0.1
13,4,0.1
13,4,0
13,4,0.3
13,4,-0.1
13,4,0.05
13,4,0.15
13,4,0
13,4,0.1
13,4,0
13,4,-0.0499999999999999
13,4,0.1
13,4,-0.1
13,4,0
13,4,0.15
13,4,0.05
13,4,0
13,4,0
13,4,0
13,4,0.1
13,4,0.15
13,4,0.0499999999999999
13,4,-0.1
13,4,0.25
13,4,-0.0499999999999999
13,4,0.1
13,4,0.05
13,4,0.15
13,4,0.05
13,4,0.15
13,4,0.0499999999999999
13,4,0.1
13,4,0.0499999999999999
13,4,0.05
13,4,-0.1
13,4,0.15
13,4,0
13,4,0.1
13,4,0
13,4,0.2
13,4,0.05
13,4,0.05
13,4,0.05
13,4,0
13,4,0.05
13,4,0.0499999999999999
13,4,0
13,4,0.3
13,4,0.1
13,4,-0.05
13,4,-0.15
13,4,-0.05
13,4,0.1
13,4,0.1
13,4,0.05
13,4,0.0499999999999999
13,4,-0.05
13,4,0.05
13,4,0.25
13,4,-0.15
13,4,0.15
13,4,0.05
13,4,0.25
13,4,-0.05
13,4,0.0499999999999999
13,4,0
13,4,0
13,4,0.1
13,4,0.1
13,4,-0.1
13,4,0.15
13,4,0.2
13,4,0.2
13,4,-0.05
13,4,-0.0499999999999999
13,4,0
13,4,0.05
13,4,0
13,4,-0.2
13,4,0.05
13,4,0
13,4,0
13,4,0.2
13,4,0.1
13,4,0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,0
13,4,0.1
13,4,-0.1
13,4,0.2
13,4,0.0499999999999999
13,4,0
13,4,0
13,4,-0.05
13,4,0.15
13,4,0.15
13,4,0.15
13,4,0
13,4,0.1
13,4,-0.0499999999999999
13,4,0.15
13,4,0
13,4,0.2
13,4,0.1
13,4,0.1
13,4,0
13,4,0.1
13,4,0.15
13,4,0.15
13,4,0.15
13,4,0.1
13,4,-0.1
13,4,-0.15
13,4,0
13,4,0.05
13,4,0.1
13,4,-0.05
13,4,-0.2
13,4,0.0499999999999999
13,4,0
13,4,-0.0499999999999999
13,4,0
13,4,0.0499999999999999
13,4,0
13,4,0.15
13,4,-0.05
13,4,0.15
13,4,0.05
13,4,0
13,4,0.05
13,4,0
13,4,0
13,4,0
13,4,-0.05
13,4,-0.1
13,4,-0.05
13,4,0
13,4,-0.0499999999999999
13,4,0
13,4,0
13,4,0.15
13,4,0.15
13,4,-0.1
13,4,0.15
13,4,0.0499999999999999
13,4,0
13,4,0.15
13,4,0.1
13,4,0.15
13,4,-0.1
13,4,0.1
13,4,-0.05
13,4,-0.15
13,4,-0.05
13,4,0.1
13,4,0.1
13,4,0
13,4,0
13,4,0.3
13,4,0.05
13,4,0
13,4,-0.1
13,4,0.1
13,4,0.2
13,4,-0.1
13,4,-0.1
13,4,0
13,4,-0.0499999999999999
13,4,0.1
13,4,0.2
13,4,0
13,4,0.1
13,4,0.1
13,4,-0.05
13,4,0.0499999999999999
13,4,0.15
13,4,0.05
13,4,0.0499999999999999
13,4,0.15
13,4,-0.05
13,4,0.15
13,4,0.05
13,4,-0.05
13,4,0.15
13,4,0.05
13,4,-0.1
13,4,-0.1
13,4,0
13,4,-0.15
13,4,-0.0499999999999999
13,4,0.1
13,4,0.1
13,4,0.1
13,4,-0.1
13,4,0.1
13,4,0.15
13,4,-0.1
13,4,0
13,4,-0.05
13,4,0.05
13,4,0
13,4,0
13,4,0.2
13,4,0.15
13,4,0
13,4,0.2
13,4,0.05
13,4,0.1
13,4,0.05
13,4,0.05
13,4,-0.05
13,4,0.05
13,4,0.1
13,4,0.1
13,4,-0.0499999999999999
13,4,0.15
13,4,0.05
13,4,0
13,4,-0.0499999999999999
13,4,0.05
13,4,0.1
13,4,0.15
13,4,0.05
13,4,0.2
13,4,0
13,4,0.15
13,4,0.1
13,4,0.2
13,4,0.2
13,4,-0.05
13,4,0
13,4,0
13,4,0.1
13,4,0
13,4,-0.05
13,4,0.2
13,4,-0.0499999999999999
13,4,0.05
13,4,-0.1
13,4,0.15
13,4,0.1
13,4,0.05
13,4,-0.1
13,4,-0.15
13,4,0
13,4,0.05
13,4,0.2
13,4,0.05
13,4,-0.0499999999999999
13,4,0.1
13,4,-0.25
13,4,0
13,4,0.25
13,4,0.15
13,4,0
13,4,-0.1
13,4,-0.05
13,4,0.15
13,4,0
13,4,0
13,4,-0.1
13,4,0.1
13,4,0.05
13,4,0
13,4,0
13,4,0.05
13,4,0.1
13,4,-0.05
13,4,0.15
13,4,0.1
13,4,0.05
13,4,0.1
13,4,-0.0499999999999999
13,4,-0.1
13,4,-0.05
13,4,-0.05
13,4,0.15
13,4,0.0499999999999999
13,4,0.1
13,4,0
13,4,0.2
13,4,0.2
13,4,-0.05
13,4,0.2
13,4,0.1
13,4,0.0499999999999999
13,4,-0.2
13,4,0.0499999999999999
13,4,0
13,4,0
13,4,0.05
13,4,0.15
13,4,0.1
13,4,0.15
13,4,0.05
13,4,0.15
13,4,0.05
13,4,-0.05
13,4,0.25
13,4,-0.1
13,4,-0.0499999999999999
13,4,-0.05
13,4,-0.1
13,4,0.1
13,4,-0.05
13,4,0.05
13,4,0.25
13,4,0.0499999999999999
13,4,0.2
13,4,0.05
13,4,-0.05
13,4,-0.05
13,4,0.0499999999999999
13,4,0.05
13,4,0.05
13,4,-0.05
13,4,0.3
13,4,0
13,4,0.05
13,4,0
13,4,0.1
13,4,0.05
13,4,-0.1
13,4,0
13,4,0.0499999999999999
13,4,0.1
13,4,0.15
13,4,0.05
13,4,0.2
13,4,0
13,4,0.05
13,4,0.05
13,4,0.15
13,4,0.0499999999999999
13,4,0.15
13,4,0.15
13,4,0.1
13,4,-0.0499999999999999
13,4,-0.05
13,4,-0.1
13,4,0.15
13,4,0
13,4,0.05
13,4,0
13,4,-0.1
13,4,0.0499999999999999
13,4,0.05
13,4,0.2
13,4,-0.0499999999999999
13,4,0
13,4,0.25
13,4,-0.0499999999999999
13,4,0
13,4,0.1
13,4,0.1
13,4,-0.05
13,4,-0.05
13,4,0.05
13,4,0.1
13,4,0.0499999999999999
13,4,-0.05
13,4,-0.05
13,4,0.05
13,4,-0.1
13,4,-0.15
13,4,0.1
13,4,-0.15
13,4,0.05
13,4,0.1
13,4,-0.15
13,4,-0.0499999999999999
13,4,0
13,4,0.1
13,4,0
13,4,0
13,4,0.2
13,4,0.15
13,4,0
13,4,-0.0499999999999999
13,4,0.2
13,4,0
13,4,0.0499999999999999
13,4,0.1
13,4,0.05
13,4,-0.15
13,4,0
13,4,0.1
13,4,0.05
13,4,0.15
13,4,0.1
13,4,0.2
13,4,0.15
13,4,-0.1
13,4,0.1
13,4,0.0499999999999999
13,4,0.2
13,4,-0.15
13,4,0.1
13,4,0
13,4,0.05
13,4,-0.1
13,4,-0.05
13,4,-0.1
13,4,-0.15
13,4,0.05
13,4,-0.0499999999999999
13,4,0.05
13,4,0.1
13,4,-0.0499999999999999
13,4,0.1
13,4,0.05
13,4,0.2
13,4,0.2
13,4,0.1
13,4,0.05
13,4,0.1
13,4,-0.05
13,4,0.05
13,4,0
13,4,0.1
13,4,0.0499999999999999
13,4,0.1
13,4,0.1
13,4,0
13,4,0
13,4,0.0499999999999999
13,4,-0.05
13,4,0
13,4,-0.05
13,4,0.1
13,4,0
13,4,0.05
13,4,-0.2
13,4,0
13,4,0
13,4,0.05
13,4,-0.1
13,4,0
13,4,0
13,4,0.05
13,4,-0.15
13,4,0.15
13,4,0.1
13,4,0.1
13,4,0.05
13,4,0.15
13,4,0
13,4,-0.0499999999999999
13,4,0.15
13,4,-0.1
13,4,0.05
13,4,0.05
13,4,0.1
13,4,0.05
13,4,0.2
13,4,0.15
13,4,0.1
13,4,-0.05
13,4,0
13,4,0.1
13,4,0.1
13,4,0.0499999999999999
13,4,0.1
13,4,-0.15
13,4,0
13,4,0.25
13,4,0.0499999999999999
13,4,0.0499999999999999
13,4,0.1
13,4,0.05
13,4,0.05
13,4,0.1
13,4,-0.2
13,4,0.15
13,4,0.15
13,4,0
13,4,0.1
13,4,0
13,4,-0.0499999999999999
13,4,0.2
13,4,-0.05
13,4,0.1
13,4,-0.05
13,4,0.05
13,4,0.2
13,4,0.2
13,4,-0.15
13,4,0.15
13,4,0.1
13,4,0.1
13,4,0.05
13,4,-0.1
13,4,0.05
13,4,0.05
13,4,-0.1
13,4,0
13,4,-0.1
13,4,0.0499999999999999
13,4,0
13,4,0.1
13,4,0.05
13,4,0.0499999999999999
13,4,0.1
13,4,0
13,4,0.2
13,4,0.1
13,4,-0.05
13,4,0
13,4,0.0499999999999999
13,4,0.05
13,4,0
13,4,0.1
13,4,0
13,4,0
13,4,-0.0499999999999999
13,4,0.05
13,4,0.1
13,4,0.1
13,4,0
13,4,0.1
15,4,0.1
15,4,0.05
15,4,-0.2
15,4,0.1
15,4,0.1
15,4,0.05
15,4,0.1
15,4,0.0499999999999999
15,4,0.0499999999999999
15,4,0.1
15,4,-0.1
15,4,0
15,4,0.1
15,4,0
15,4,0
15,4,-0.1
15,4,-0.15
15,4,0.05
15,4,0
15,4,-0.2
15,4,0.2
15,4,0.25
15,4,-0.15
15,4,0.0499999999999999
15,4,0
15,4,0
15,4,0.25
15,4,0.05
15,4,0.15
15,4,0.15
15,4,0.25
15,4,0.0499999999999999
15,4,-0.1
15,4,0.25
15,4,0.05
15,4,0.0499999999999999
15,4,0.15
15,4,0
15,4,0
15,4,0.15
15,4,0
15,4,0.05
15,4,0
15,4,-0.05
15,4,0.05
15,4,0.1
15,4,0.1
15,4,-0.05
15,4,0.35
15,4,0.15
15,4,0.1
15,4,0.1
15,4,0.1
15,4,0.15
15,4,0.1
15,4,0
15,4,0.25
15,4,-0.05
15,4,-0.0499999999999999
15,4,-0.1
15,4,0.1
15,4,0.1
15,4,-0.0499999999999999
15,4,0.2
15,4,0
15,4,0.2
15,4,0.0499999999999999
15,4,0.05
15,4,-0.15
15,4,0.0499999999999999
15,4,0
15,4,0
15,4,0
15,4,0
15,4,0.2
15,4,0.05
15,4,0.2
15,4,-0.1
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,0.0499999999999999
15,4,-0.05
15,4,-0.05
15,4,-0.25
15,4,0.0499999999999999
15,4,-0.0499999999999999
15,4,-0.1
15,4,-0.05
15,4,0.05
15,4,-0.0499999999999999
15,4,0
15,4,0.0499999999999999
15,4,0.15
15,4,0.1
15,4,0.05
15,4,0.15
15,4,0.1
15,4,0.0499999999999999
15,4,0.1
15,4,0.2
15,4,-0.0499999999999999
15,4,0.15
15,4,0.1
15,4,0.1
15,4,0.05
15,4,0.0499999999999999
15,4,-0.05
15,4,0.1
15,4,0.1
15,4,-0.2
15,4,0.3
15,4,-0.05
15,4,0.0499999999999999
15,4,0.15
15,4,0.1
15,4,0.05
15,4,-0.05
15,4,-0.05
15,4,0
15,4,-0.1
15,4,-0.15
15,4,0.15
15,4,0
15,4,0.0499999999999999
15,4,-0.05
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,0.05
15,4,0
15,4,0
15,4,-0.1
15,4,0.25
15,4,-0.1
15,4,0
15,4,0
15,4,-0.05
15,4,0.0499999999999999
15,4,0.2
15,4,-0.1
15,4,0.15
15,4,0.15
15,4,-0.05
15,4,0.1
15,4,0.05
15,4,0.05
15,4,0.1
15,4,0
15,4,0
15,4,-0.0499999999999999
15,4,0.1
15,4,0
15,4,0.05
15,4,0.15
15,4,-0.2
15,4,0
15,4,0.05
15,4,0.15
15,4,0.05
15,4,-0.15
15,4,0
15,4,0
15,4,0.1
15,4,-0.0499999999999999
15,4,-0.0499999999999999
15,4,0.2
15,4,0
15,4,0.1
15,4,0.05
15,4,-0.15
15,4,-0.1
15,4,0.0499999999999999
15,4,-0.05
15,4,-0.1
15,4,0
15,4,0.05
15,4,-0.05
15,4,0.1
15,4,0.0499999999999999
15,4,0.2
15,4,0
15,4,0.2
15,4,0.05
15,4,0.0499999999999999
15,4,0.15
15,4,0
15,4,-0.2
15,4,-0.2
15,4,0.15
15,4,0.15
15,4,0.1
15,4,0.0499999999999999
15,4,0.2
15,4,-0.0499999999999999
15,4,0.1
15,4,0
15,4,0.15
15,4,-0.15
15,4,0
15,4,0.0499999999999999
15,4,0
15,4,0.05
15,4,0
15,4,0.15
15,4,0.2
15,4,0
15,4,0.2
15,4,0.05
15,4,0.05
15,4,0.1
15,4,0.1
15,4,-0.1
15,4,0
15,4,0.2
15,4,0.1
15,4,-0.15
15,4,0
15,4,0.25
15,4,-0.1
15,4,0.05
15,4,-0.1
15,4,0.1
15,4,0.05
15,4,0.0499999999999999
15,4,0.05
15,4,0
15,4,0.15
15,4,-0.2
15,4,0.25
15,4,0.2
15,4,0
15,4,-0.05
15,4,0.05
15,4,0.1
15,4,0.25
15,4,-0.0499999999999999
15,4,-0.0499999999999999
15,4,0.1
15,4,-0.1
15,4,0.1
15,4,0.1
15,4,0.2
15,4,0.1
15,4,0.25
15,4,-0.1
15,4,0
15,4,0.25
15,4,0.1
15,4,0.05
15,4,0.1
15,4,-0.1
15,4,-0.0499999999999999
15,4,0.2
15,4,0.2
15,4,0.0499999999999999
15,4,-0.0499999999999999
15,4,0
15,4,-0.1
15,4,-0.1
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,0.1
15,4,0.05
15,4,0.05
15,4,0
15,4,0.2
15,4,0.2
15,4,0.05
15,4,-0.05
15,4,0
15,4,0
15,4,-0.0499999999999999
15,4,0.15
15,4,0
15,4,-0.1
15,4,0.1
15,4,0.05
15,4,0.05
15,4,0
15,4,0.05
15,4,0
15,4,0.0499999999999999
15,4,0
15,4,0.1
15,4,-0.0499999999999999
15,4,0.2
15,4,0.1
15,4,0.15
15,4,0.1
15,4,0.05
15,4,0.2
15,4,0.05
15,4,0
15,4,0.05
15,4,0.1
15,4,0.1
15,4,0.1
15,4,0
15,4,0.2
15,4,0.05
15,4,0.3
15,4,0.05
15,4,-0.1
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,0
15,4,-0.05
15,4,0.2
15,4,0
15,4,-0.05
15,4,0
15,4,-0.0499999999999999
15,4,-0.1
15,4,-0.1
15,4,0
15,4,0
15,4,-0.05
15,4,0.2
15,4,-0.15
15,4,0
15,4,0.0499999999999999
15,4,0.0499999999999999
15,4,0
15,4,-0.0499999999999999
15,4,0.1
15,4,-0.05
15,4,-0.15
15,4,0.05
15,4,0.1
15,4,-0.05
15,4,0.1
15,4,0.1
15,4,0
15,4,0
15,4,-0.05
15,4,0
15,4,0.0499999999999999
15,4,0
15,4,0.0499999999999999
15,4,0.05
15,4,0
15,4,0.1
15,4,0.1
15,4,0
15,4,-0.1
15,4,0.1
15,4,-0.05
15,4,0.2
15,4,0
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,0.05
15,4,0.15
15,4,0.15
15,4,0.15
15,4,0.1
15,4,0.15
15,4,-0.05
15,4,-0.2
15,4,0.25
15,4,0.1
15,4,0.1
15,4,0.05
15,4,0
15,4,0.15
15,4,-0.15
15,4,0.05
15,4,0.3
15,4,0
15,4,0.15
15,4,-0.15
15,4,0.05
15,4,0.15
15,4,0
15,4,0
15,4,0.15
15,4,0.1
15,4,-0.15
15,4,-0.05
15,4,0
15,4,0.1
15,4,-0.05
15,4,0.15
15,4,0.05
15,4,-0.15
15,4,0.15
15,4,-0.15
15,4,0.15
15,4,0
15,4,0.0499999999999999
15,4,-0.1
15,4,-0.15
15,4,0.1
15,4,0
15,4,0.15
15,4,-0.1
15,4,-0.05
15,4,0.0499999999999999
15,4,0.1
15,4,0.15
15,4,-0.15
15,4,0.1
15,4,0.15
15,4,0.1
15,4,0.0499999999999999
15,4,0.05
15,4,0
15,4,0.2
15,4,0.1
15,4,0.15
15,4,0
15,4,-0.1
15,4,-0.1
15,4,0.05
15,4,0
15,4,0.2
15,4,0.2
15,4,0.1
15,4,-0.0499999999999999
15,4,0
15,4,0.05
15,4,0.1
15,4,0
15,4,-0.2
15,4,0
15,4,0.1
15,4,-0.05
15,4,0.2
15,4,0.1
15,4,0.05
15,4,0.0499999999999999
15,4,0
15,4,0.1
15,4,0
15,4,0.1
15,4,0.05
15,4,0.05
15,4,-0.05
15,4,0.1
15,4,0
15,4,0.1
15,4,0
15,4,0.15
15,4,-0.1
15,4,0.1
15,4,0.05
15,4,0.1
15,4,-0.05
15,4,0.1
15,4,0.15
15,4,0
15,4,0.0499999999999999
15,4,0
15,4,0
15,4,0
15,4,0.05
15,4,0.15
15,4,0.05
15,4,-0.15
15,4,0.05
15,4,0.1
15,4,0.05
15,4,0.1
15,4,0.15
15,4,0.15
15,4,0
15,4,0.2
15,4,0.0499999999999999
15,4,-0.0499999999999999
15,4,0.1
15,4,0.1
15,4,0.0499999999999999
15,4,0.1
15,4,0
15,4,-0.05
15,4,0
15,4,0
15,4,0
15,4,0.05
15,4,0.0499999999999999
15,4,-0.15
15,4,-0.15
15,4,0.1
15,4,-0.0499999999999999
15,4,-0.05
15,4,0.2
15,4,0.1
15,4,-0.1
15,4,0.1
15,4,0.15
15,4,0
15,4,0.15
15,4,0.05
15,4,0.1
15,4,0.0499999999999999
15,4,0.15
15,4,-0.2
15,4,0.15
15,4,-0.1
15,4,0
15,4,-0.2
15,4,-0.0499999999999999
15,4,0.2
15,4,0
15,4,-0.0499999999999999
15,4,0
15,4,0.05
15,4,-0.0499999999999999
15,4,0.15
15,4,0.15
15,4,0.1
15,4,0
15,4,0.05
15,4,0.2
15,4,0
15,4,-0.1
15,4,-0.1
15,4,-0.15
15,4,0.1
15,4,-0.15
15,4,0.0499999999999999
15,4,0.1
15,4,-0.15
15,4,0.25
15,4,0.1
15,4,0
15,4,0.0499999999999999
15,4,-0.05
15,4,0.25
15,4,0.1
15,4,0.05
15,4,-0.1
15,4,0.1
15,4,0.15
15,4,0.2
15,4,0.25
15,4,0.1
15,4,0
15,4,0.05
15,4,0.0499999999999999
15,4,0.0499999999999999
15,4,0.05
15,4,0.15
15,4,-0.1
15,4,-0.0499999999999999
15,4,-0.05
15,4,0.25
15,4,-0.0499999999999999
15,4,0
15,4,0.2
15,4,-0.05
15,4,0.0499999999999999
15,4,0.15
15,4,0.2
15,4,-0.1
15,4,0.1
15,4,-0.0499999999999999
15,4,0.0499999999999999
15,4,-0.0499999999999999
15,4,0
15,4,-0.1
15,4,0.3
15,4,0
15,4,-0.1
